CMMS #,Fixed Asset #,Description,Location,Owner Group,Parent,Rotating Item,Site
24095,N/A,FINAL FUNCTION MACHINE,EL2F7,PE3,,,SUS
24096,N/A,SEALANT MACHINE,EL2F7,PE3,,,SUS
24097,N/A,TLAA FOG FINAL FIXTURE,EL2F7,PE3,,,SUS
24098,N/A,TLAA FOG SEALANT FIXTURE,EL2F7,PE3,,,SUS
24099,,30AA RC/RPL TURN FINAL FUNCTION DMM DEVICE,EL2F20,PE3,,,SUS
24100,,30AA RC/RPL TURN MIC TESTER DMM DEVICE,EL2F20,PE3,,,SUS
24101,,30AA RC/ RPL TURN FINAL FUNCTION DMM DEVICE,EL2F21,PE3,,,SUS
24102,,30AA RC/RPL TURN MID TESTER DMM DEVICE,EL2F21,PE3,,,SUS
24103,,660B LID FINAL FUNCTION DMM DEVICE,EL2F23,PE3,,,SUS
24104,,660B LID MIC TESTER DMM DEVICE,EL2F22,PE3,,,SUS
24105,,660B RC FINAL FUNCTION DMM DEVICE,EL2F22,PE3,,,SUS
24106,,660B RC MID TESTER DMM DEVICE,EL2F23,PE3,,,SUS
24107,,DUST COLLECTOR MACHINE,EL2F43,PE3,,,SUS
24108,,90AA RPL TAIL/BCK FINAL FUNCTION DMM DEVICE,EL2F39,PE3,,,SUS
24109,,DUST COLLECTOR MACHINE,EL2F39,PE3,,,SUS
24110,,30AA RPL TAIL/BACK FINAL FUNCTION DMM DEVICE,EL2F43,PE3,,,SUS
24176,,BARCODE SCANNING MACHINE,EL2C19,PE3,,,SUS
24177,,BOARD CLEANER MACHINE,EL2C19,PE3,,,SUS
24178,,DESTACKER CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24179,,FLIP CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24180,,MAGAZINE LOADER CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24181,,MAGAZINE UNLOADER CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24182,,PASSAGEWAY CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24183,,500MM WORK CONVEYOR MACHINE,EL2C19,PE3,,,SUS
24184,,BARCODE SCANNING CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24185,,BOARD CLEANER MACHINE,EL2C18,PE3,,,SUS
24186,,FUME EXTRACTOR MACHINE,EL2C18,PE3,,,SUS
24187,,DESTACKER CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24188,,FLIP CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24189,,MAGAZINE LOADER CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24190,,PASSAGEWAY CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24191,,500MM WORK CONVEYOR MACHINE,EL2C18,PE3,,,SUS
24235,,S-18457 HS CPU ICT FIXTURE,EL2F19,PE3,,,SUS
24236,,S-18457 HS CPU ROUTER VACUUM FIXTURE,EL2F19,PE3,,,SUS
24237,,S-15635 HS CPU ROUTER VACUUM FIXTURE,EL2F19,PE3,,,SUS
24238,,INLINE SEALANT MACHINE,EL2SBO-1,PE3,,,SUS
24246,N/A,EL2 NORTH AIR SHOWER 1 FOOTWARE TESTER,EL 2,PE3,,,SUS
24247,N/A,EL2 NORTH AIR SHOWER 2 FOOTWARE TESTER,EL 2,PE3,,,SUS
24248,N/A,EL2 NORTH AIR SHOWER 3 FOOTWARE TESTER,EL 2,PE3,,,SUS
24249,N/A,EL2 NORTH AIR SHOWER 4 FOOTWARE TESTER,EL 2,PE3,,,SUS
24250,N/A,EL2 SOUTH AIR SHOWER 1 FOOTWARE TESTER,EL 2,PE3,,,SUS
24251,N/A,EL2 SOUTH AIR SHOWER 2 FOOTWARE TESTER,EL 2,PE3,,,SUS
24252,N/A,EL2 SOUTH AIR SHOWER 3 FOOTWARE TESTER,EL 2,PE3,,,SUS
24253,N/A,EL2 SOUTH AIR SHOWER 4 FOOTWARE TESTER,EL 2,PE3,,,SUS
24257,N/A,3MBA CHM ICT FIXTURE,EL2F24,PE3,,,SUS
24258,N/A,311D FINAL FUNCTION FIXTURE,EL2F24,PE3,,,SUS
24259,N/A,311D FINAL FUNCTION MACHINE,EL2F24,PE3,,,SUS
24260,N/A,311D RPL ICT FIXTURE,EL2F24,PE3,,,SUS
24261,N/A,311D ROUTER FIXTURE,EL2F24,PE3,,,SUS
24262,N/A,ICT MACHINE,EL2F24,PE3,,,SUS
24263,N/A,PCB ROUTER MACHINE,EL2F24,PE3,,,SUS
24264,N/A,TLAA FOG LH ICT FIXTURE,EL2F7,PE3,,,SUS
24265,N/A,TLAA FOG RH ICT FIXTURE,EL2F7,PE3,,,SUS
24290,N/A,DUST COLLECTOR MACHINE,EL2F24,PE3,,,SUS
24312,N/A,3A0A LID FLIP STATION,J-12,PE3,,,SUS
24352,N/A,LASER MARKER MACHINE,EL2C5,PE3,,,SUS
24353,N/A,DESTACKER MACHINE,EL2SBO-1,PE3,,,SUS
24354,N/A,DESTACKER MACHINE,EL2SBO-1,PE3,,,SUS
24355,N/A,DESTACKER MACHINE,EL2SBO-1,PE3,,,SUS
24356,N/A,FLIP CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
24357,N/A,FLIP CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
24358,N/A,FLIP CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
24359,N/A,MAGAZINE UNLOADER CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
24360,N/A,MAGAZINE UNLOADER CONVEYOR MACHINE,EL2F51,PE3,,,SUS
24361,N/A,MAGAZINE UNLOADER CONVEYOR MACHINE,EL2SBO-1,PE3,,,SUS
24362,N/A,500MM WORK CONVEYOR MACHINE,EL2F51,PE3,,,SUS
24363,N/A,500MM WORK CONVEYOR MACHINE,EL2F51,PE3,,,SUS
24364,N/A,WORK CONVEYOR,PE3 LAB,PE3,,,SUS
24365,N/A,WORK CONVEYOR,PE3 LAB,PE3,,,SUS
24370,N/A,500MM WORK CONVEYOR MACHINE,PE3 LAB,PE3,,,SUS
24384,NA,3MBA HL ADD LOW LH ICT FIXTURE,EL2F27,PE3,,,SUS
24385,N/A,3MBA HL ADD LOW RH ICT FIXTURE,EL2F27,PE3,,,SUS
24386,N/A,3MBA HL ADD LOW LH FINAL FUNCTION FIXTURE,EL2F27,PE3,,,SUS
24387,N/A,3MBA HL ADD LOW RH FINAL FUCTION FIXTRE,EL2F27,PE3,,,SUS
24388,N/A,3MBA HL ADD LOW LH ROUTER FIXTURE,EL2F27,PE3,,,SUS
24389,N/A,3MBA HL ADD LOW RH ROUTER FIXTURE,EL2F27,PE3,,,SUS
24403,N/A,3MBA HL ADD LO LH/RH COMBO FINAL FUNCTION FIXTURE,EL2F27,PE3,,,SUS
24404,N/A,3MBA HL ADD LO LH ICT FIXTURE,EL2F27,PE3,,,SUS
24405,N/A,3MBA HL ADD LO LH ROUTER FIXTURE,EL2F27,PE3,,,SUS
24406,N/A,3MBA HL ADD LO RH ROUTER FIXTURE,EL2F27,PE3,,,SUS
24407,N/A,3MBA HL ADD LO RH ICT FIXTURE,EL2F27,PE3,,,SUS
24408,N/A,3NAA GRILLE FINAL FUNCTION FIXTURES,EL2F32,PE3,,,SUS
24409,N/A,3NAA GRILLE ICT FIXTURE,EL2F32,PE3,,,SUS
24410,N/A,3NAA GRILLE ROUTER FIXTURE,EL2F32,PE3,,,SUS
24411,N/A,3NAA GRILLE SEALANT ROBOT FIXTURE,EL2F32,PE3,,,SUS
24412,N/A,3NAA HMSL FINAL FUNCTION FIXTURE,EL2F32,PE3,,,SUS
24413,N/A,3NAA HMSL ICT FIXTURE,EL2F32,PE3,,,SUS
24414,N/A,3NAA HMSL ROUTER FIXTURE,EL2F32,PE3,,,SUS
24415,N/A,3NAA HMSL SOLDER PALLET FIXTURE 1,EL2F32,PE3,,,SUS
24416,N/A,3NAA HMSL SOLDER PALLET FIXTURE 2,EL2F32,PE3,,,SUS
24417,N/A,3NAA HMSL SOLDER PALLET FIXTURE 3,EL2F32,PE3,,,SUS
24418,N/A,3NAA LICL FINAL FUNCTION FIXTURE,EL2F32,PE3,,,SUS
24419,N/A,3NAA LICL ICT FIXTURE,EL2F32,PE3,,,SUS
24420,N/A,3NAA LICL ROUTER FIXTURE,EL2F32,PE3,,,SUS
24421,N/A,3NAA LICL SOLDER PALLET FIXTURE 1,EL2F32,PE3,,,SUS
24422,N/A,3NAA LICL SOLDER PALLET FIXTURE 2,EL2F32,PE3,,,SUS
24423,N/A,3NAA LICL SOLDER PALLET FIXTURE 3,EL2F32,PE3,,,SUS
24424,N/A,3NAA LOGO FINAL FUNCTION FIXTURES,EL2F32,PE3,,,SUS
24425,N/A,3NAA LOGO ICT FIXTURE,EL2F32,PE3,,,SUS
24426,N/A,3NAA LOGO ROUTER FIXTURE,EL2F32,PE3,,,SUS
24427,N/A,3NAA LOGO SOLDER PALLET FIXTURE 1,EL2F32,PE3,,,SUS
24428,N/A,3NAA LOGO SOLDER PALLET FIXTURE 2,EL2F32,PE3,,,SUS
24429,N/A,3NAA LOGO SOLDER PALLET FIXTURE 3,EL2F32,PE3,,,SUS
24430,N/A,3NAA TAIL FINAL FUNCTION FIXTURE,EL2F32,PE3,,,SUS
24431,N/A,3NAA TAIL ICT FIXTURE,EL2F32,PE3,,,SUS
24432,N/A,3NAA TAIL ROUTER FIXTURE,EL2F32,PE3,,,SUS
24433,N/A,3NAA TAIL SEALANT ROBOT FIXTURE,EL2F32,PE3,,,SUS
24434,N/A,AOI MACHINE,EL2F32,PE3,,,SUS
24435,N/A,FINAL FUNCTION MACHINE,EL2F32,PE3,,,SUS
24436,N/A,PCB ROUTER MACHINE,EL2F32,PE3,,,SUS
24437,N/A,SOLDER ROBOT MACHINE,EL2F32,PE3,,,SUS
24438,N/A,3MBA UNIVERAL SOLDER ROBOT BASE FIXTURE,EL2F32,PE3,,,SUS
24439,N/A,3MAA HMSL FINAL FUNCTION FIXTURE,EL2F34,PE3,,,SUS
24440,N/A,3MAA HMSL ICT FIXTURE,EL2F34,PE3,,,SUS
24441,N/A,3MAA HMSL PCB ROUTER FIXTURE,EL2F34,PE3,,,SUS
24442,NA,3MBA LID LH FINAL FUNCTION FIXTURE,EL2F34,PE3,,,SUS
24443,N/A,3MBA LID LH ICT FIXTURE,EL2F34,PE3,,,SUS
24444,N/A,3MBA LID LH PCB ROUTER FIXTURE,EL2F34,PE3,,,SUS
24445,N/A,3MBA LID RH PCB ROUTER FIXTURE,EL2F34,PE3,,,SUS
24446,N/A,3NAA RPL BACK FINAL FUNCTION FIXTURE,EL2F34,PE3,,,SUS
24447,N/A,3NAA RPL BACK ICT FIXTURE,EL2F34,PE3,,,SUS
24448,N/A,3NAA RPL BACK ROUTER FIXTURE,EL2F34,PE3,,,SUS
24449,N/A,FINAL FUNCTION MACHINE,EL2F38,PE3,,,SUS
24450,N/A,ICT MACHINE,EL2F38,PE3,,,SUS
24451,N/A,PCB ROUTER MACHINE,EL2F38,PE3,,,SUS
24452,N/A,3MBA MULTISEG LH FINAL FUNCTION FIXTURE,EL2F38,PE3,,,SUS
24453,N/A,3MBA MULTISEG LH ICT FIXTURE,EL2F38,PE3,,,SUS
24454,N/A,3MBA MULTISEG LH PCB ROUTER FIXTURE,EL2F38,PE3,,,SUS
24455,N/A,3MBA MULTISEG RH FINAL FUNCTION FIXTRE,EL2F38,PE3,,,SUS
24456,N/A,3MBA MULTISEB RH ICT FIXTURE,EL2F38,PE3,,,SUS
24457,N/A,3MBA MULTISEG RH PCB ROUTER FIXTURE,EL2F38,PE3,,,SUS
24458,N/A,3MBA EMBLEM FINAL FUNCTION FIXTURE,EL2F47,PE3,,,SUS
24459,N/A,3MBA EMBLEM ICT FIXTURE,EL2F47,PE3,,,SUS
24460,N/A,3MBA EMBLEM PCB ROUTER FIXTURE,EL2F47,PE3,,,SUS
24461,N/A,3MBA EMBLEM SOLDER PALLET JIG 1 FIXTURE,EL2F47,PE3,,,SUS
24462,N/A,3MBA EMBLEM SOLDER PALLET JIG 2 FIXTURE,EL2F47,PE3,,,SUS
24463,N/A,3MBA EMBLEM SOLDER PALLET JIG 3 FIXTURE,EL2F47,PE3,,,SUS
24464,N/A,3MBA HMSL FINAL FNCTION FIXTURE,EL2F47,PE3,,,SUS
24465,N/A,3MBA HMSL ICT FIXTURE,EL2F47,PE3,,,SUS
24466,N/A,3MBA HMSL PCB ROUTER FIXTURE,EL2F47,PE3,,,SUS
24467,N/A,3MBA HMSL SOLDER PALLET JIG 1 FIXTURE,EL2F47,PE3,,,SUS
24468,N/A,3MBA HMSL SOLDER PALLET JIG 2 FIXTURE,EL2F47,PE3,,,SUS
24469,N/A,3MBA HMSL SOLDER PALLET JIG 3 FIXTURE,EL2F47,PE3,,,SUS
24470,N/A,AOI MACHINE,EL2F47,PE3,,,SUS
24471,N/A,FINAL FUNCTION MACHINE,EL2F47,PE3,,,SUS
24472,N/A,ICT MACHINE,EL2F47,PE3,,,SUS
24473,N/A,PCB ROUTER MACHINE,EL2F47,PE3,,,SUS
24474,N/A,SOLDER ROBOT MACHINE,EL2F47,PE3,,,SUS
24475,N/A,3MBA SOLDER ROBOT BASE UNIVERSAL FIXTURE,EL2F47,PE3,,,SUS
24476,N/A,AOI MACHINE,EL2F65,PE3,,,SUS
24477,N/A,FINAL FUNCTION MACHINE,EL2F65,PE3,,,SUS
24478,N/A,ICT MACHINE,EL2F65,PE3,,,SUS
24479,N/A,PCB ROUTER MACHINE,EL2F65,PE3,,,SUS
24480,N/A,SOLDER ROBOT MACHINE,EL2F65,PE3,,,SUS
24481,N/A,3MBA RC TAIL LH FINAL FUNCTION FIXTURE,EL2F65,PE3,,,SUS
24482,N/A,3MBA RC TAIL LH ICT FIXTURE,EL2F65,PE3,,,SUS
24483,N/A,3MBA RC TAIL LH PCB ROUTER FIXTURE,EL2F65,PE3,,,SUS
24484,N/A,3MBA RC TAIL LH SOLDER PALLET JIG 1 FIXTURE,EL2F65,PE3,,,SUS
24485,N/A,3MBA RC TAIL LH SOLDER PALLET JIG 2 FIXTURE,EL2F65,PE3,,,SUS
24486,N/A,3MBA RC TAIL LH SOLDER PALLET JIG 3 FIXTURE,EL2F65,PE3,,,SUS
24487,N/A,3MBA UNIVERSAL SOLDER ROBOT BASE FIXTURE,EL2F65,PE3,,,SUS
24488,N/A,AOI MACHINE,EL2F66,PE3,,,SUS
24489,N/A,FINAL FUNCTION MACHINE,EL2F66,PE3,,,SUS
24490,N/A,ICT MACHINE,EL2F66,PE3,,,SUS
24491,N/A,PCB ROUTER MACHINE,EL2F66,PE3,,,SUS
24492,N/A,SOLDER ROBOT MACHINE,EL2F66,PE3,,,SUS
24493,N/A,3MBA RC TAIL RH FINAL FUNCTION FIXTURE,EL2F66,PE3,,,SUS
24494,N/A,3MBA RC TAIL RH ICT FIXTURE,EL2F66,PE3,,,SUS
24495,N/A,3MBA RC TAIL RH PCB ROUTER FIXTURE,EL2F66,PE3,,,SUS
24496,N/A,3MBA RC TAIL RHSOLDER PALLET JIG 1FIXTURE,EL2F66,PE3,,,SUS
24497,N/A,3MBA RC TAIL RH SOLDER PALLET JIG 2 FIXTURE,EL2F66,PE3,,,SUS
24498,N/A,3MBA RC TAIL RH SOLDER PALLET JIG 3 FIXTURE,EL2F66,PE3,,,SUS
24499,N/A,3MBA UNIVERSAL SOLDER ROBOT BASE FIXTURE,EL2F66,PE3,,,SUS
24500,N/A,AOI MACHINE,EL2F70,PE3,,,SUS
24501,N/A,FINAL FUNCTION MACHINE,EL2F70,PE3,,,SUS
24502,N/A,ICT MACHINE,EL2F70,PE3,,,SUS
24503,N/A,PCB ROUTER,EL2F70,PE3,,,SUS
24504,N/A,SOLDER ROBOT MACHINE,EL2F70,PE3,,,SUS
24505,N/A,3MBA UNIVERSAL SOLDER ROBOT BASE,EL2F70,PE3,,,SUS
24506,N/A,3MBA FRSM LH FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
24507,N/A,3MBA FRSM LH ICT FIXTURE,EL2F70,PE3,,,SUS
24508,N/A,3MBA FRSM LH ROUTER FIXTURE,EL2F70,PE3,,,SUS
24509,N/A,3MBA FRSM LH SOLDER PALLET JIG 1 FIXTURE,EL2F70,PE3,,,SUS
24510,N/A,3MBA FRSM LH SOLDER PALLET JIG 2 FIXTURE,EL2F70,PE3,,,SUS
24511,N/A,3MBA FRSM LH SOLDER PALLET JIG 3 FIXTURE,EL2F70,PE3,,,SUS
24512,N/A,3MBA FRSM RH FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
24513,N/A,3MBA FRSM RH FIXTURE,EL2F70,PE3,,,SUS
24514,N/A,3MBA FRSM RH ROUTER FIXTURE,EL2F70,PE3,,,SUS
24515,N/A,3MBA FRSM RH SOLDER PALLET JIT 1 FIXTURE,EL2F70,PE3,,,SUS
24516,N/A,3MBA FRSM RH SOLDER PALLET JIG 2 FIXTURE,EL2F70,PE3,,,SUS
24517,N/A,3MBA FRSM RH SOLDER PALLET JIG 3 FIXTURE,EL2F70,PE3,,,SUS
24518,N/A,AOI MACHINE,EL2F71,PE3,,,SUS
24519,N/A,FINAL FUNCTION MACHINE,EL2F71,PE3,,,SUS
24520,N/A,ICT MACHINE,EL2F71,PE3,,,SUS
24521,N/A,PCB ROUTER MACHINE,EL2F71,PE3,,,SUS
24522,N/A,SOLDER ROBOT MACHINE,EL2F71,PE3,,,SUS
24523,N/A,3MBA UNIVERSAL SOLDER BASE FIXTURE,EL2F71,PE3,,,SUS
24524,N/A,3MBA RRSM LH FINAL FUNCTION FIXTURE,EL2F71,PE3,,,SUS
24525,N/A,3MBA RRSM LH ICT FIXTURE,EL2F71,PE3,,,SUS
24526,N/A,3MBA RRSM LH ROUTER FIXTURE,EL2F71,PE3,,,SUS
24527,N/A,3MBA RRSM LH SOLDER PALLET JIG 1 FIXTURE,EL2F71,PE3,,,SUS
24528,N/A,3MBA RRSM LH SOLDER PALLET JIG 2 FIXTURE,EL2F71,PE3,,,SUS
24529,N/A,3MBA RRSM LH SOLDER PALLET JIG 3 FIXTURE,EL2F71,PE3,,,SUS
24530,N/A,3MBA RRSM RH FINAL FUNCTION FIXTURE,EL2F71,PE3,,,SUS
24531,N/A,3MBA RRSM RH ICT FIXTURE,EL2F71,PE3,,,SUS
24532,N/A,3MBA RRSM RH ROUTER FIXTURE,EL2F71,PE3,,,SUS
24533,N/A,3MBA RRSM RH SOLDER PALLET JIG1 FIXTURE,EL2F71,PE3,,,SUS
24534,N/A,3MBA RRSM RH SOLDER PALLET JIG 2 FIXTURE,EL2F71,PE3,,,SUS
24535,N/A,3MBA RRSM RH SOLDER PALLET JIG 3 FIXTURE,EL2F71,PE3,,,SUS
24536,N/A,ICT MACHINE,EL2F41,PE3,,,SUS
24537,N/A,400D RPL ICT FIXTURE,EL2F41,PE3,,,SUS
24538,N/A,PCB ROUTER MACHINE,EL2F41,PE3,,,SUS
24539,N/A,400D RPL ROUTER FIXTURE,EL2F41,PE3,,,SUS
24540,N/A,SOLDER ROBOT MACHINE,EL2F41,PE3,,,SUS
24541,N/A,400D RPL SOLDER ROBOT BASE FIXTURE,EL2F41,PE3,,,SUS
24542,N/A,FUME EXTRACTOR MACHINE,EL2F41,PE3,,,SUS
24543,N/A,400D RPL SOLDER PALLET #1 FIXTURE,EL2F41,PE3,,,SUS
24544,N/A,400D RPL SOLDER PALLET #2 FIXTURE,EL2F41,PE3,,,SUS
24545,N/A,400D RPL SOLDER PALLET #3 FIXTURE,EL2F41,PE3,,,SUS
24546,N/A,AOI MACHINE,EL2F41,PE3,,,SUS
24547,N/A,FINAL FUNCTION MACHINE,EL2F41,PE3,,,SUS
24548,N/A,400D RPL FINAL FUNCTION FIXTURE,EL2F41,PE3,,,SUS
24549,N/A,ICT MACHINE,EL2F42,PE3,,,SUS
24550,N/A,401D RPL ICT FIXTURE,EL2F42,PE3,,,SUS
24551,N/A,PCB ROUTER MACHINE,EL2F42,PE3,,,SUS
24552,N/A,401D RPL ROUTER FIXTURE,EL2F42,PE3,,,SUS
24553,N/A,SOLDER ROBOT MACHINE,EL2F42,PE3,,,SUS
24554,N/A,401D RPL SOLDER ROBOT BASE FIXTURE,EL2F42,PE3,,,SUS
24555,N/A,FUME EXTRACTOR MACHINE,EL2F42,PE3,,,SUS
24556,N/A,401D RPL SOLDER PALLET #1 FIXTURE,EL2F42,PE3,,,SUS
24557,N/A,401D RPL SOLDER PALLET #2 FIXTURE,EL2F42,PE3,,,SUS
24558,N/A,401D RPL SOLDER PALLET #3 FIXTURE,EL2F42,PE3,,,SUS
24559,N/A,AOI MACHINE,EL2F42,PE3,,,SUS
24560,N/A,FINAL FUNCTION MACHINE,EL2F42,PE3,,,SUS
24561,N/A,401D RPL FINAL FUNCTION FIXTURE,EL2F42,PE3,,,SUS
24562,N/A,MAGAZINE LOADER MACHINE,EL2F51,PE3,,,SUS
24563,N/A,ICT MACHINE,EL2F51,PE3,,,SUS
24564,N/A,DUST COLLECTOR MACHINE,EL2C11,PE3,,,SUS
24565,N/A,500MM WORK CONVEYOR MACHINE,EL2F51,PE3,,,SUS
24579,N/A,FUME EXTRACTOR MACHINE,EL2F39,PE3,,,SUS
24580,N/A,FUME EXTRACTOR MACHINE,EL2F43,PE3,,,SUS
25067,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25068,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25069,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25070,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25071,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25072,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25073,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25074,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25075,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25076,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25077,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25078,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25079,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25080,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25081,N/A,DUST COLLECTOR MACHINE,EL2F17,PE3,,,SUS
25082,N/A,DUST COLLECTOR MACHINE,EL2F26,PE3,,,SUS
25084,N/A,PCB ROUTER MACHINE,EL2F17,PE3,,,SUS
25085,N/A,PCB ROUTER MACHINE,EL2F26,PE3,,,SUS
25111,NA,BEV HS ECU ASSEMBLY LINE MACHINE,EL2F60,PE3,,,SUS
25112,N/A,BEV HS CPU ROBOT #1 MACHINE,EL2F60,PE3,,,SUS
25113,N/A,BEV HS CPU ROBOT #2 MACHINE,EL2F60,PE3,,,SUS
25114,,BEV HS CPU PCB TRAY HANDLER MACHINE,EL2F60,PE3,,,SUS
25115,,BEV HS CPU CASE ANYFEEDER MACHINE,EL2F60,PE3,,,SUS
25116,,BEV HS CPU CASE ANYFEEDER MACHINE,EL2F60,PE3,,,SUS
25117,,BEV HS CPU CLIP FEEDER #1 MACHINE,EL2F60,PE3,,,SUS
25118,,BEV HS CPU CLIP FEEDER #2 MACHINE,EL2F60,PE3,,,SUS
25119,,BEV HS CASE CLIP ASSEMBLY STATION #1 MACHINE,EL2F60,PE3,,,SUS
25127,,BEV HS CPU CASE CLIP ASSEMBLY STATION #2 MACHINE,EL2F60,PE3,,,SUS
25128,N/A,BEV HS CPU COVER LASER MARKER MACHINE,EL2F60,PE3,,,SUS
25129,N/A,BEV HS CPU ROM WRITER FIXTURE,EL2F60,PE3,,,SUS
25130,N/A,BEV HS CPU CASE AND COVER ASSEMBLY STATION FIXTURE,EL2F60,PE3,,,SUS
25131,N/A,BEV HS CPU CLIP DETECT MACHINE,EL2F60,PE3,,,SUS
25132,N/A,BEV HS CPU FINAL FUNCTION #1 FIXTURE,EL2F60,PE3,,,SUS
25133,N/A,BEV HS CPU FINAL FUNCTION #2 FIXTURE,EL2F60,PE3,,,SUS
25134,N/A,BEV HS CPU FINAL FUNCTION #3 FIXTURE,EL2F60,PE3,,,SUS
25135,N/A,BEV HS CPU FINAL FUNCTION #4 FIXTURE,EL2F60,PE3,,,SUS
25136,N/A,BEV HS CPU FINAL FUNCTION #5 FIXTURE,EL2F60,PE3,,,SUS
25137,N/A,BEV HS CPU PIN CHECK MACHINE,EL2F60,PE3,,,SUS
25247,NA,30AA RC TURN LED GRIPPER,EL2F50,PE3,,,SUS
25248,NA,30AA RC/RPL LDU GRIPPER,EL2F50,PE3,,,SUS
25249,NA,30AA RC/RPL LDU TRAY HANDLING PLATE JIGS,EL2F50,PE3,,,SUS
25250,NA,30AA RC/RPL TURN LED TRAY HANDLING PLATE,EL2F50,PE3,,,SUS
25251,NA,30AA RPL TURN LED GRIPPER,EL2F50,PE3,,,SUS
25252,NA,660B RC/LID GRIPPER,EL2F50,PE3,,,SUS
25253,NA,660B RC/LID LDU TRAY HANDLING PLATE,EL2F50,PE3,,,SUS
25279,N/A,LASER MARKING MACHINE,EL2C2,PE3,,,SUS
25308,NA,3BMZ HOOD FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
25309,NA,3MBA GRILLE FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
